meanX,meanY,meanZ,stdX,stdY,stdZ,maxX,maxY,maxZ,minX,minY,minZ,medianX,medianY,medianZ,madX,madY,madZ,corrX,corrY,corrZ,part,label
1897.625,2385.6796875,2029.1015625,3.85566359169,2.80307366097,2.99563946547,1908,2393,2037,1888,2378,2022,1897.0,2386.0,2030.0,3.154296875,2.14660644531,2.45776367188,0.103910226477,0.136259276246,0.0451643054871,1,3
1898.6328125,2385.984375,2028.1875,3.49999121202,2.74646336652,3.4200658464,1908,2394,2037,1889,2379,2021,1899.0,2386.0,2028.0,2.79064941406,2.11181640625,2.787109375,0.157491514225,0.137357175109,0.00450574354757,1,3
1898.5546875,2386.0390625,2026.8359375,3.47501451592,3.0232754406,3.13922941482,1908,2394,2034,1889,2379,2017,1899.0,2386.0,2027.0,2.65551757812,2.3876953125,2.4345703125,0.0368944847705,-0.0861479028963,-0.142019420775,1,3
1898.5,2386.09375,2025.234375,3.27000204676,2.81009849352,3.19321222763,1908,2393,2034,1891,2379,2016,1899.0,2386.0,2026.0,2.5078125,2.220703125,2.46508789062,0.00257067969462,0.090490235189,0.0984444922958,1,3
1897.28125,2385.3515625,2025.4765625,2.96153157865,2.66676790941,3.32010066195,1905,2394,2033,1891,2379,2016,1897.0,2385.0,2025.0,2.41064453125,2.11889648438,2.71838378906,0.108018602466,0.0158910431491,-0.0617593538995,1,3
1896.453125,2385.3671875,2027.375,2.90223746159,2.51255459846,3.04558542011,1904,2394,2036,1890,2379,2020,1896.5,2385.0,2028.0,2.359375,1.95837402344,2.462890625,0.128176963801,-0.0585717645424,-0.111773738205,1,3
1897.078125,2385.8671875,2028.5234375,3.58608284309,2.38555724436,2.98543668247,1910,2393,2038,1890,2380,2023,1897.0,2386.0,2029.0,2.79345703125,1.83276367188,2.40588378906,0.0555272219571,-0.0354751917594,0.0916526268436,1,3
1898.7890625,2385.8359375,2031.9140625,3.75563061534,2.84999611479,5.32122084114,1910,2393,2049,1890,2379,2023,1898.0,2386.0,2031.0,2.98889160156,2.26806640625,4.0283203125,0.0489722137086,0.0975871233167,-0.061165044955,1,3
1900.171875,2385.28125,2038.0234375,3.21440991511,2.94820778336,5.80179831441,1909,2393,2051,1893,2379,2026,1900.0,2385.0,2039.0,2.61743164062,2.3857421875,4.86499023438,0.239136893628,0.181334216831,-0.136187723998,1,3
1901.5625,2385.0625,2038.734375,2.97694553602,2.99540330254,4.42876135791,1911,2393,2051,1895,2377,2026,1902.0,2385.0,2039.0,2.341796875,2.3203125,3.55517578125,0.273294403873,-0.153413984599,-0.131100774738,1,3
1913.2109375,2386.453125,2042.40625,12.3961210238,4.60034126601,8.45687299109,1938,2397,2069,1896,2371,2026,1908.5,2386.0,2040.0,11.3145751953,3.4814453125,6.97607421875,0.223099596991,0.771312089772,0.0705214624298,1,3
1926.2734375,2386.2421875,2058.5625,7.35887149401,8.22493433308,12.4247340313,1941,2405,2082,1902,2364,2036,1926.0,2387.0,2058.0,5.98083496094,6.3681640625,10.8681640625,-0.102574972493,0.308246089916,-0.268170238509,1,3
1926.1484375,2385.828125,2062.6640625,8.36950768903,8.96810566906,11.281841967,1941,2413,2084,1892,2364,2024,1927.5,2386.5,2064.0,6.0361328125,6.98754882812,8.8310546875,-0.24177785979,0.387714157969,-0.277863360478,1,3
1918.8671875,2386.6640625,2050.2578125,8.68374451485,6.21818180347,10.7170084069,1939,2413,2084,1892,2371,2024,1918.0,2387.0,2048.0,7.19848632812,4.50793457031,8.68920898438,-0.220150475272,0.670472728252,-0.185968893823,1,3
1913.7421875,2386.8359375,2040.9375,3.55440525995,3.68392409693,4.49628017733,1923,2395,2051,1904,2372,2032,1913.0,2387.0,2041.0,2.91003417969,2.68432617188,3.7373046875,0.168125653835,-0.0660515911983,-0.127072480479,1,3
1913.1640625,2387.3203125,2037.015625,3.19886137161,2.46210202028,3.54939137513,1921,2394,2048,1905,2382,2029,1913.0,2387.0,2037.0,2.5126953125,1.94348144531,2.736328125,0.0702564195125,0.0386084901551,-0.0483314889121,1,3
1912.8671875,2387.34375,2034.6328125,3.41688971649,2.79886788136,3.52688458306,1925,2395,2044,1905,2380,2026,1913.0,2387.0,2035.0,2.64318847656,2.18896484375,2.77502441406,0.0295118448135,0.142281296786,-0.0565098526428,1,3
1912.3515625,2387.125,2034.7421875,3.75759565393,2.90803935898,3.56104490936,1925,2395,2046,1904,2380,2026,1912.0,2387.0,2035.0,2.98840332031,2.232421875,2.73107910156,0.0175642891635,0.115689980679,-0.108636256424,1,3
1908.84375,2386.4609375,2036.84375,4.62011606358,2.83371808218,5.03286443384,1918,2393,2055,1899,2379,2028,1908.5,2387.0,2036.0,3.71875,2.2470703125,3.76904296875,0.217248625417,0.115431226949,0.00674607529775,1,3
1905.0390625,2385.7890625,2041.6171875,4.54098109998,3.09851969673,6.98831543775,1917,2393,2058,1895,2379,2028,1905.0,2386.0,2041.0,3.58959960938,2.56213378906,5.88647460938,-0.0794352704965,0.232721834806,-0.0288495787421,1,3
1903.4140625,2385.703125,2043.4375,4.09825648304,2.96530959996,4.85011567359,1915,2393,2058,1895,2379,2032,1903.0,2386.0,2043.0,3.26538085938,2.3310546875,3.802734375,-0.208805091427,0.500246340291,-0.052764099425,1,3
1901.96875,2385.5625,2038.7734375,3.07885217389,2.64649523103,4.04349354631,1909,2392,2048,1894,2378,2029,1901.5,2386.0,2039.0,2.421875,2.013671875,3.29467773438,0.0707854430829,0.350456354289,0.0384923019889,1,3
1901.3828125,2385.75,2036.03125,2.99374964041,2.82842712475,2.95354451411,1908,2392,2044,1894,2377,2029,1901.0,2386.0,2036.0,2.47387695312,2.17578125,2.27099609375,-0.111355411987,0.182080828883,-0.0848301576901,1,3
1903.609375,2385.296875,2042.3515625,6.53908223352,3.32103620818,11.9872569109,1924,2394,2085,1893,2375,2029,1902.0,2386.0,2038.0,4.8623046875,2.61572265625,8.40234375,-0.109556323921,0.819647978003,-0.120326992045,1,3
1915.5625,2384.8359375,2057.703125,12.5658893359,5.40454364656,17.1814583154,1942,2402,2091,1893,2370,2032,1917.0,2385.0,2060.5,10.7802734375,3.99987792969,15.4311523438,0.090297750897,0.586898730251,-0.141290615688,1,3
1922.1796875,2386.5078125,2052.796875,7.54350489118,5.92737688628,18.337758205,1942,2402,2091,1906,2370,2023,1921.5,2387.0,2048.0,5.96496582031,4.73376464844,15.9245605469,-0.119868025421,0.381298911773,-0.363424341343,1,3
1914.6328125,2385.84375,2038.8515625,10.567273126,8.73894126815,6.93284984607,1935,2413,2054,1887,2351,2016,1917.0,2387.0,2039.0,8.26574707031,5.82275390625,5.44995117188,-0.00582737988665,0.420565846579,-0.290597178835,1,3
1909.5859375,2385.4609375,2038.6171875,8.85182248573,8.30510927436,5.56156820029,1932,2413,2051,1887,2351,2016,1910.0,2387.0,2039.0,6.78747558594,5.13537597656,4.20361328125,-0.0998848951273,0.234590729831,-0.306068251986,1,3
1904.6875,2386.46875,2036.0,6.79595757565,2.97744143189,4.87642569502,1917,2394,2050,1888,2380,2027,1906.0,2387.0,2035.0,5.4375,2.4384765625,4.015625,0.315881862374,0.275852058208,0.0927358273767,1,3
1899.03125,2385.671875,2033.3515625,6.12974868144,2.85643182238,3.9794548033,1917,2392,2044,1886,2380,2023,1899.0,2386.0,2033.0,4.90869140625,2.36962890625,3.23291015625,0.334722618284,-0.0840584615259,0.0427854082313,1,3
1898.28125,2385.4375,2031.6171875,4.00774348905,2.89106688206,3.95470634356,1906,2393,2043,1886,2380,2022,1899.0,2385.0,2031.0,3.107421875,2.369140625,3.14978027344,0.191130833693,-0.136232042544,0.0698590116299,1,3
1898.1796875,2385.078125,2030.4765625,3.12831517068,3.18116844527,3.49570004423,1905,2393,2039,1890,2377,2021,1898.0,2385.0,2031.0,2.46496582031,2.50854492188,2.78161621094,-0.0164549737501,-0.210941162449,0.211170453504,1,3
1897.7578125,2385.46875,2031.0859375,3.07836262273,3.07885217389,3.4890770924,1910,2391,2039,1891,2377,2020,1897.0,2386.0,2031.0,2.41027832031,2.486328125,2.6591796875,-0.137468644543,-0.0537629121125,0.13548825419,1,3
1896.5234375,2385.5625,2030.46875,3.59782270937,2.72853108646,3.16958354402,1910,2392,2038,1888,2379,2020,1897.0,2385.5,2031.0,2.77270507812,2.265625,2.43212890625,0.147836749159,0.223436665684,-0.00341425879845,1,3
1894.234375,2384.8984375,2029.8671875,2.93629037752,2.86119804143,3.1407183434,1901,2392,2038,1887,2378,2022,1894.0,2385.0,2030.0,2.3740234375,2.22521972656,2.45043945312,0.119073013569,0.0358472610537,-0.160110956928,1,3
1895.828125,2385.34375,2027.015625,3.13253029722,2.56087306717,3.25790226455,1904,2391,2034,1888,2378,2020,1896.0,2385.0,2027.0,2.42993164062,2.03173828125,2.68872070312,-0.0298759638208,-0.0637732640186,-0.0799262592533,1,4
1895.4140625,2385.6171875,2026.453125,2.92835000638,2.63268700123,3.19413679145,1904,2392,2034,1888,2378,2017,1895.0,2386.0,2026.0,2.27453613281,2.07495117188,2.53540039062,0.0105087212283,0.0875362363049,-0.0410097066282,1,4
1895.8125,2385.9296875,2024.9296875,3.10891529809,2.69494596603,2.75276123007,1904,2393,2034,1888,2379,2017,1896.0,2386.0,2025.0,2.423828125,2.08239746094,2.10485839844,0.0322470275737,-0.0383552393589,-0.0473731134651,1,4
1895.34375,2385.6484375,2021.15625,8.28663424356,6.4644269999,8.99819535713,1924,2403,2034,1862,2342,1978,1897.0,2386.0,2023.0,4.8603515625,3.64721679688,5.228515625,-0.239671944785,0.778177400988,-0.242166229588,1,4
1909.4296875,2388.40625,2045.7421875,36.2551508355,46.3702045083,48.8502848731,2000,2555,2214,1788,2258,1969,1899.0,2386.0,2024.5,28.6108398438,27.1303710938,37.2825927734,-0.0580652359064,-0.0781002854296,0.0456180524494,1,4
1906.3984375,2379.3671875,2086.984375,53.9802150754,65.7935055424,50.4635183382,2040,2555,2235,1788,2257,1969,1899.5,2368.5,2079.5,45.2296142578,51.4943847656,40.4672851562,-0.184111214064,-0.219840327464,-0.0853296749322,1,4
1889.3671875,2367.9140625,2100.59375,53.7592872172,66.4405515277,47.1157792416,2040,2597,2235,1786,2257,2011,1885.0,2349.0,2092.5,42.5307617188,51.9747314453,37.8208007812,-0.386324818287,0.124745511573,0.141079202631,1,4
1890.640625,2374.265625,2096.6171875,48.9339478277,74.5354626135,48.1314016859,2022,2597,2229,1780,2227,2011,1889.5,2355.0,2089.0,37.2644042969,60.2404785156,39.1497802734,-0.436981600547,0.110502863239,0.150718179641,1,4
1884.3984375,2375.46875,2081.359375,46.3368936602,84.8068613979,46.0257946122,2024,2638,2210,1775,2227,2001,1882.0,2352.0,2077.5,32.8920898438,68.0014648438,37.9331054688,-0.507008658154,0.314779637494,-0.011400726519,1,4
1875.203125,2373.6953125,2059.1484375,41.5683403481,92.5981546553,47.7726060342,2024,2638,2210,1775,2192,1965,1874.5,2349.0,2051.5,27.8312988281,70.7692871094,37.4302978516,-0.539210912785,0.331285056212,-0.0188325591601,1,4
1872.7890625,2383.6484375,2045.5,39.5073305953,94.1507912532,45.8271315298,2016,2619,2201,1796,2191,1948,1875.5,2361.0,2038.5,27.4963378906,73.9152832031,33.9765625,-0.561014484851,0.391135353085,-0.143045527123,1,4
1882.9296875,2386.546875,2029.9921875,47.9798487218,84.1741594791,56.7262380228,2016,2619,2167,1787,2191,1894,1880.0,2363.5,2023.5,35.2846679688,68.021484375,44.6791992188,-0.328285652209,0.189230207001,-0.121956151187,1,4
1905.5390625,2384.90625,2004.8125,43.0332049681,69.9792362343,53.3647012414,2012,2591,2153,1787,2275,1894,1905.5,2365.5,1992.0,33.0234375,55.5693359375,42.18359375,-0.122727993028,0.0176785299567,-0.0369160935357,1,4
1926.09375,2381.8203125,2003.578125,23.5172704172,53.8438151931,36.6764120758,1988,2582,2125,1864,2300,1934,1926.5,2365.0,2000.0,18.953125,39.7625732422,28.744140625,-0.16482199806,0.0844254294761,0.116991124698,1,4
1930.9765625,2383.6015625,2015.7578125,23.502207919,48.1719917062,33.1336463608,2004,2566,2125,1870,2277,1961,1928.0,2372.0,2010.5,18.2868652344,34.8956298828,26.3056640625,-0.193591945847,-0.168536802229,0.270690201895,1,4
1925.7578125,2396.2109375,2017.6953125,31.9218401019,61.1697846702,38.5643053502,2036,2605,2151,1858,2277,1934,1922.0,2381.5,2011.0,23.8132324219,45.3162841797,29.056640625,-0.172414251,-0.0224215712916,0.145696918699,1,4
1917.1484375,2393.8203125,2018.578125,33.9821838091,63.4046414747,38.9990125809,2036,2605,2151,1837,2263,1934,1917.0,2371.5,2011.0,26.2937011719,49.6900634766,29.0063476562,-0.0340069487926,0.0606383830403,0.127184124659,1,4
1911.140625,2387.21875,2026.828125,31.9652208578,59.1346971039,39.186031051,1995,2553,2131,1821,2263,1962,1907.5,2367.0,2015.0,24.6806640625,47.6694335938,32.0534667969,-0.21733090201,0.0957077853349,0.130676023084,1,4
1898.8984375,2388.1796875,2051.421875,38.2924592901,71.7744096692,43.4514136075,1999,2569,2164,1813,2231,1972,1902.0,2362.5,2046.0,29.2329101562,58.5968017578,35.6669921875,-0.269006982883,0.101719950742,-0.0341619855986,1,4
1882.5625,2384.640625,2056.8671875,40.9506616908,82.1711038329,39.2846208401,2030,2591,2164,1811,2218,1973,1878.0,2363.0,2049.0,29.6416015625,65.0620117188,30.6256103516,-0.402525101925,0.342670214637,-0.14789628654,1,4
1867.6015625,2382.828125,2047.7109375,41.8594084559,79.4447373296,39.0332287967,2030,2591,2162,1786,2218,1973,1862.5,2367.5,2041.0,28.7923583984,61.3610839844,29.4959716797,-0.548955609542,0.249704505441,-0.04637937478,1,4
1861.5546875,2380.1484375,2048.4765625,43.505417998,72.8446832072,40.0373771911,2027,2559,2164,1783,2241,1979,1856.0,2361.5,2038.0,28.9591064453,59.8192138672,31.423828125,-0.539726764824,0.421036405727,-0.0955004385834,1,4
1870.1875,2375.4921875,2043.6875,46.406073116,71.091822192,40.9639269002,2028,2579,2164,1783,2261,1973,1865.0,2353.5,2033.0,33.1298828125,58.4512939453,32.2333984375,-0.505834225955,0.505867641045,-0.111897733379,1,4
1871.8515625,2378.3828125,2038.28125,40.3843912008,72.2611320028,43.8707725603,2028,2579,2171,1796,2278,1968,1869.5,2353.0,2028.5,28.8509521484,58.6696777344,34.4458007812,-0.475480270531,0.429782717494,-0.0909486802738,1,4
1868.625,2384.7578125,2037.4375,36.5231023857,75.8027637597,43.4842264822,1990,2569,2171,1784,2278,1968,1869.0,2362.0,2029.0,26.271484375,62.7398681641,33.4921875,-0.429064278835,0.472194382288,-0.113206198736,1,4
1870.5703125,2385.296875,2039.1171875,40.206883023,79.8255341083,42.5945213093,2005,2580,2144,1784,2289,1960,1870.5,2359.0,2032.5,30.1796875,66.4289550781,33.5610351562,-0.325245521065,0.346614652691,-0.0837542055203,1,4
1873.578125,2382.75,2046.015625,42.9129515121,76.1515273524,42.7285857173,2005,2582,2142,1777,2269,1960,1874.5,2354.5,2040.0,33.7631835938,62.5,35.048828125,-0.20027510677,0.147503218717,-0.0505724807818,1,4
1870.1640625,2380.453125,2049.0546875,43.3874283007,72.576308945,41.2240485952,1990,2582,2198,1776,2221,1964,1874.0,2362.0,2045.0,33.7554931641,57.5053710938,31.4538574219,-0.357378999307,0.205807863813,-0.129371212758,1,4
1867.390625,2377.375,2056.0390625,40.5123164659,64.259684769,36.2976328036,1990,2564,2198,1776,2221,1964,1870.0,2365.5,2057.0,31.9565429688,47.447265625,25.1466064453,-0.350752158923,0.180210918168,-0.166869776239,1,4
1865.234375,2380.40625,2056.4375,34.5972290491,59.7791786231,30.4472565771,1959,2549,2140,1787,2219,1996,1868.0,2371.5,2056.5,28.5046386719,42.4697265625,23.15625,-0.113889118161,-0.0457026211561,0.0318845570501,1,4
1872.9453125,2380.75,2052.7890625,46.3001689753,57.1398340033,40.7992304126,2003,2549,2235,1765,2219,1946,1879.0,2366.5,2047.0,35.3913574219,42.5234375,30.2347412109,0.0324422664881,0.0323442273573,0.0615875940348,1,4
1878.7265625,2376.8203125,2069.15625,52.4978761991,45.1467307863,49.0760999131,2003,2509,2235,1762,2317,1878,1885.5,2362.0,2063.5,42.0576171875,34.4075927734,37.134765625,0.287321136528,-0.0908844145835,-0.183615011569,1,4
1888.2890625,2378.4296875,2073.828125,43.830229446,51.830991792,49.8446578022,2033,2619,2186,1762,2299,1878,1890.0,2364.0,2070.0,32.7755126953,37.474609375,38.5388183594,0.064790954987,-0.0622172978735,0.0101048770383,1,4
1888.1953125,2381.6328125,2064.015625,40.0533224498,70.6419240575,47.2200385155,2033,2623,2186,1800,2289,1961,1886.0,2360.0,2056.0,28.5356445312,53.3264160156,36.892578125,-0.234518759125,0.307411978224,0.256318643149,1,4
1867.4375,2380.21875,2049.1796875,49.6893895421,70.0704861657,46.1381754916,2016,2623,2187,1730,2284,1952,1871.0,2358.0,2040.0,35.7958984375,55.6918945312,34.193359375,-0.13109320602,0.246388871001,0.272671800306,1,4
1870.734375,2379.9453125,2036.359375,49.3014964196,53.956136836,39.9518872801,2005,2556,2187,1730,2284,1952,1882.5,2372.0,2031.0,36.8508300781,43.7987060547,27.8430175781,-0.138537618258,0.21752605125,0.238810373553,1,4
1879.1171875,2379.8125,2034.9609375,37.5486290666,51.5459813077,29.4285207271,1986,2561,2136,1747,2299,1962,1883.0,2371.5,2029.0,26.6843261719,39.9140625,21.5504150391,-0.327742861512,0.177885575122,0.179238128008,1,4
1880.765625,2385.140625,2034.8671875,37.8089862199,63.8067622086,30.2658486091,1986,2561,2119,1747,2299,1963,1882.0,2372.5,2028.0,27.4016113281,52.0844726562,23.2547607422,-0.276071538122,-0.0651143206683,0.280122868912,1,4
1886.828125,2387.0625,2044.671875,39.6494698905,75.5970201054,42.3733145439,2027,2573,2164,1798,2261,1963,1890.0,2362.0,2037.0,28.3259277344,62.96484375,34.380859375,-0.420050651176,0.258202922962,-0.00423130817139,1,4
1881.3828125,2378.125,2050.34375,43.897360797,71.3965304964,46.5407175044,2027,2573,2164,1757,2261,1916,1883.5,2353.5,2047.5,29.9622802734,57.498046875,37.599609375,-0.384983327615,0.439362130679,-0.112908390227,1,4
1868.1875,2371.4921875,2050.96875,45.7584809918,71.7856604124,45.5378941449,2001,2594,2188,1757,2263,1916,1872.0,2350.5,2047.5,33.5009765625,58.0061035156,35.763671875,-0.303662360313,0.333204416838,-0.0669744295442,1,4
1871.0234375,2374.6328125,2060.84375,51.8754512123,86.4952660025,55.1710921539,2017,2594,2239,1757,2253,1937,1871.0,2343.5,2047.0,40.8515625,72.5170898438,42.1279296875,-0.376311634819,0.288313723657,0.046873541035,1,4
1880.859375,2381.9765625,2050.1796875,55.7681836276,88.1628293882,61.0123820651,2027,2600,2239,1753,2253,1903,1888.5,2360.5,2031.0,43.3791503906,73.8181152344,46.505859375,-0.444659207966,0.321827285282,0.133122143723,1,4
1884.0078125,2378.859375,2030.1640625,50.20830563,75.5376252261,49.4921893693,2027,2600,2185,1753,2273,1903,1888.0,2363.0,2021.0,36.5228271484,60.9177246094,38.4161376953,-0.414478937639,0.379428509821,0.112072052056,1,4
1895.0234375,2382.046875,2046.1875,45.1899690709,71.9665122664,55.4971447091,2046,2597,2223,1767,2271,1929,1895.5,2366.0,2039.0,32.5546875,58.1188964844,41.7451171875,-0.313957208756,0.444333334074,0.0149850699325,1,4
1887.8828125,2385.15625,2065.71875,42.5305117142,80.3639788368,55.4548745399,2046,2597,2223,1778,2271,1959,1886.5,2360.5,2052.0,31.6760253906,66.326171875,44.2709960938,-0.258117610901,0.192515895049,0.138955330532,1,4
1878.203125,2379.3515625,2064.6640625,43.5917639001,80.51131772,46.1176648724,2048,2628,2174,1754,2210,1980,1876.0,2356.5,2051.0,32.3500976562,63.7299804688,37.3927001953,-0.402514832166,0.0625453495696,0.0558691636311,1,4
1895.0703125,2378.1953125,2061.921875,46.0063644337,71.3368474537,48.3812954967,2048,2661,2200,1754,2210,1901,1897.5,2358.0,2058.0,33.9721679688,51.447265625,36.7583007812,-0.317954332489,0.244088935109,0.0397786981488,1,4
1895.375,2383.09375,2052.7890625,42.8884287755,68.7044838592,53.4040684321,2016,2661,2200,1794,2280,1901,1899.0,2357.5,2048.0,32.203125,53.8955078125,41.4066162109,-0.116451031317,0.298938586998,0.13827663021,1,4
1884.8203125,2387.640625,2040.359375,41.1296076267,64.3015453183,43.0924175099,2001,2555,2162,1794,2280,1923,1885.0,2371.0,2038.0,30.8599853516,53.2150878906,32.4187011719,-0.159374817658,0.176951421746,-0.00684407918494,1,4
1886.21875,2382.3203125,2031.21875,36.0646701506,50.2209188139,34.7478968944,2013,2544,2126,1812,2319,1954,1886.0,2371.0,2030.5,24.7221679688,39.8491210938,26.6909179688,-0.206970911692,0.0275136582356,-0.00170093786936,1,4
1877.21875,2376.46875,2029.53125,36.3255051284,61.0770698754,40.5145910335,2013,2568,2158,1794,2290,1938,1879.0,2363.0,2025.5,26.8647460938,47.0170898438,31.267578125,-0.281244771948,0.174204440493,0.0778141814877,1,4
1870.6171875,2376.6796875,2034.8125,37.2252393199,70.031481514,43.0295174279,1975,2568,2158,1794,2290,1938,1870.0,2354.5,2028.0,28.7674560547,56.4227294922,34.5107421875,-0.395219334312,0.219527914152,0.0651163387252,1,4
1884.2421875,2374.3515625,2041.640625,37.9902072118,62.2840318819,39.5577389972,1977,2543,2146,1785,2289,1954,1887.0,2355.0,2039.0,29.2819824219,49.4909667969,31.0544433594,-0.387097690622,0.0997563379091,0.087231619091,1,4
1888.515625,2379.4921875,2026.96875,35.7392094557,66.7405360413,43.9733164437,1980,2566,2140,1785,2263,1942,1886.0,2372.0,2018.5,27.5715332031,53.4130859375,35.4663085938,-0.190575403595,0.27512989419,0.219706431072,1,4
